Timestamp,Day,City,Weather Type,Latitude,Longitude,Temperature (°C),Feels Like (°C),Min Temp (°C),Max Temp (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Cloudiness (%),Weather Condition,Rain (3h) (mm),AQI,PM2.5 (µg/m³),PM10 (µg/m³),Sunrise,Sunset
2025-04-16 21:00:00,Day 3,Hyderabad,Forecast,17.3753,78.4744,27.3,27.38,27.3,27.3,45,1007,2.76,162,21,few clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 00:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,27.53,27.65,27.53,27.53,46,1009,3.34,165,48,scattered clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 03:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,31.68,31.35,31.68,31.68,37,1010,4.67,206,2,clear sky,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 06:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,37.25,36.33,37.25,37.25,23,1008,4.25,249,7,clear sky,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 09:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,38.22,36.52,38.22,38.22,18,1004,1.96,304,65,broken clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 12:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,37.44,35.94,37.44,37.44,20,1003,5.29,181,39,scattered clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 15:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,33.81,32.06,33.81,33.81,23,1004,3.31,162,40,scattered clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 18:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,31.52,30.0,31.52,31.52,27,1006,2.87,156,24,few clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-17 21:00:00,Day 4,Hyderabad,Forecast,17.3753,78.4744,29.59,28.59,29.59,29.59,33,1004,2.91,197,5,clear sky,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 00:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,28.49,28.19,28.49,28.49,41,1006,2.88,214,34,scattered clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 03:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,32.57,32.21,32.57,32.57,35,1008,3.62,221,6,clear sky,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 06:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,37.81,36.86,37.81,37.81,22,1006,2.94,239,4,clear sky,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 09:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,40.19,38.24,40.19,40.19,15,1002,0.64,16,1,clear sky,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 12:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,39.79,37.76,39.79,39.79,15,1000,3.59,126,13,few clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 15:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,33.97,32.24,33.97,33.97,23,1004,6.32,151,61,broken clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 18:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,32.59,31.64,32.59,32.59,31,1004,6.54,168,56,broken clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-18 21:00:00,Day 5,Hyderabad,Forecast,17.3753,78.4744,31.65,30.9,31.65,31.65,34,1003,5.15,208,46,scattered clouds,0.0,3,45.7,61.1,2025-04-14 06:00:47,2025-04-14 18:31:36
2025-04-14 00:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,28.41,28.45,27.18,28.41,45,1007,5.24,301,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 03:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,29.71,29.36,29.71,30.06,40,1009,6.29,286,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 06:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,37.8,35.82,37.8,37.8,17,1010,6.64,290,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 09:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,41.11,38.09,41.11,41.11,10,1006,7.26,289,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 12:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,40.68,37.47,40.68,40.68,9,1004,6.98,295,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 15:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,35.44,33.42,35.44,35.44,19,1007,5.86,291,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 18:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,31.0,30.03,31.0,31.0,33,1007,6.47,275,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 21:00:00,Day 1,Ahmedabad,Forecast,23.0333,72.6167,28.78,28.22,28.78,28.78,38,1007,5.78,298,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 00:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,26.55,26.55,26.55,26.55,50,1007,3.42,296,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 03:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,29.54,29.28,29.54,29.54,41,1009,3.7,282,1,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 06:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,37.75,35.6,37.75,37.75,16,1008,4.82,279,1,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 09:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,41.78,38.76,41.78,41.78,10,1005,6.33,298,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 12:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,41.52,38.5,41.52,41.52,10,1004,6.14,304,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 15:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,35.64,33.41,35.64,35.64,17,1006,4.91,287,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 18:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,31.62,30.5,31.62,31.62,31,1007,6.03,281,2,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-15 21:00:00,Day 2,Ahmedabad,Forecast,23.0333,72.6167,28.11,28.39,28.11,28.11,48,1007,4.3,298,3,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 00:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,26.24,26.24,26.24,26.24,63,1007,3.7,296,2,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 03:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,29.72,29.71,29.72,29.72,43,1009,3.68,305,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 06:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,38.11,36.01,38.11,38.11,16,1008,4.6,284,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 09:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,41.9,38.89,41.9,41.9,10,1005,6.72,287,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 12:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,41.8,38.32,41.8,41.8,8,1003,5.19,287,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 15:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,36.45,33.85,36.45,36.45,13,1005,4.16,284,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 18:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,31.78,30.92,31.78,31.78,33,1007,5.39,278,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-16 21:00:00,Day 3,Ahmedabad,Forecast,23.0333,72.6167,28.63,28.78,28.63,28.63,46,1006,5.59,294,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 00:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,26.22,26.22,26.22,26.22,66,1007,4.01,294,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 03:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,30.11,30.6,30.11,30.11,46,1008,4.03,296,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 06:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,39.0,36.65,39.0,39.0,14,1007,5.45,270,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 09:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,43.17,39.59,43.17,43.17,8,1003,6.06,284,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 12:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,42.51,38.97,42.51,42.51,8,1002,6.8,262,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 15:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,34.39,32.72,34.39,34.39,23,1004,4.66,224,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 18:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,31.69,30.47,31.69,31.69,30,1006,4.96,270,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-17 21:00:00,Day 4,Ahmedabad,Forecast,23.0333,72.6167,28.57,28.26,28.57,28.57,41,1004,3.68,272,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 00:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,26.71,27.26,26.71,26.71,52,1005,3.2,266,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 03:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,30.13,30.22,30.13,30.13,43,1007,4.52,262,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 06:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,38.79,37.23,38.79,38.79,18,1006,5.75,277,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 09:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,42.06,39.6,42.06,42.06,12,1002,7.33,298,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 12:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,41.45,38.92,41.45,41.45,12,1000,6.67,270,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 15:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,33.44,32.26,33.44,33.44,28,1003,4.78,207,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 18:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,30.52,29.17,30.52,30.52,29,1005,3.45,243,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-18 21:00:00,Day 5,Ahmedabad,Forecast,23.0333,72.6167,28.0,27.73,28.0,28.0,41,1004,3.88,260,0,clear sky,0.0,3,27.61,77.94,2025-04-14 06:19:48,2025-04-14 18:59:26
2025-04-14 00:00:00,Day 1,Pune,Forecast,18.5196,73.8553,25.3,25.11,24.29,25.3,47,1010,3.5,281,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-14 03:00:00,Day 1,Pune,Forecast,18.5196,73.8553,28.44,27.43,28.44,29.76,30,1012,3.25,321,5,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-14 06:00:00,Day 1,Pune,Forecast,18.5196,73.8553,36.34,33.66,36.34,36.34,12,1011,3.58,345,5,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-14 09:00:00,Day 1,Pune,Forecast,18.5196,73.8553,38.16,35.22,38.16,38.16,10,1007,2.64,355,3,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-14 12:00:00,Day 1,Pune,Forecast,18.5196,73.8553,37.54,34.73,37.54,37.54,11,1006,5.07,342,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-14 15:00:00,Day 1,Pune,Forecast,18.5196,73.8553,31.53,29.44,31.53,31.53,17,1009,5.57,306,14,few clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-14 18:00:00,Day 1,Pune,Forecast,18.5196,73.8553,28.92,27.43,28.92,28.92,21,1010,2.63,287,8,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-14 21:00:00,Day 1,Pune,Forecast,18.5196,73.8553,26.72,26.21,26.72,26.72,29,1008,3.79,286,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 00:00:00,Day 2,Pune,Forecast,18.5196,73.8553,25.51,24.9,25.51,25.51,30,1009,2.8,279,2,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 03:00:00,Day 2,Pune,Forecast,18.5196,73.8553,30.11,28.4,30.11,30.11,22,1011,2.23,317,1,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 06:00:00,Day 2,Pune,Forecast,18.5196,73.8553,36.47,33.87,36.47,36.47,13,1010,2.93,75,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 09:00:00,Day 2,Pune,Forecast,18.5196,73.8553,38.81,35.72,38.81,38.81,9,1006,1.58,114,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 12:00:00,Day 2,Pune,Forecast,18.5196,73.8553,38.25,35.42,38.25,38.25,11,1005,4.26,334,25,scattered clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 15:00:00,Day 2,Pune,Forecast,18.5196,73.8553,32.15,30.24,32.15,32.15,22,1008,3.62,273,94,overcast clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 18:00:00,Day 2,Pune,Forecast,18.5196,73.8553,28.72,27.7,28.72,28.72,31,1010,3.55,258,50,scattered clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-15 21:00:00,Day 2,Pune,Forecast,18.5196,73.8553,26.09,26.09,26.09,26.09,37,1008,3.75,266,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 00:00:00,Day 3,Pune,Forecast,18.5196,73.8553,24.68,24.38,24.68,24.68,45,1009,3.06,253,5,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 03:00:00,Day 3,Pune,Forecast,18.5196,73.8553,29.14,28.12,29.14,29.14,32,1011,2.97,283,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 06:00:00,Day 3,Pune,Forecast,18.5196,73.8553,36.23,33.93,36.23,36.23,16,1010,2.75,33,2,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 09:00:00,Day 3,Pune,Forecast,18.5196,73.8553,39.35,36.51,39.35,39.35,11,1006,3.69,296,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 12:00:00,Day 3,Pune,Forecast,18.5196,73.8553,37.09,35.0,37.09,37.09,17,1005,7.22,292,39,scattered clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 15:00:00,Day 3,Pune,Forecast,18.5196,73.8553,30.03,30.22,30.03,30.03,44,1009,3.95,263,65,broken clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 18:00:00,Day 3,Pune,Forecast,18.5196,73.8553,26.47,26.47,26.47,26.47,56,1010,3.56,257,35,scattered clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-16 21:00:00,Day 3,Pune,Forecast,18.5196,73.8553,24.36,24.47,24.36,24.36,62,1008,4.22,267,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 00:00:00,Day 4,Pune,Forecast,18.5196,73.8553,23.1,23.32,23.1,23.1,71,1009,3.76,248,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 03:00:00,Day 4,Pune,Forecast,18.5196,73.8553,27.29,27.5,27.29,27.29,47,1012,2.1,244,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 06:00:00,Day 4,Pune,Forecast,18.5196,73.8553,35.69,33.7,35.69,35.69,19,1010,4.52,337,2,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 09:00:00,Day 4,Pune,Forecast,18.5196,73.8553,38.65,36.45,38.65,38.65,15,1006,6.6,312,5,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 12:00:00,Day 4,Pune,Forecast,18.5196,73.8553,36.62,35.1,36.62,36.62,21,1005,8.82,306,10,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 15:00:00,Day 4,Pune,Forecast,18.5196,73.8553,29.58,29.91,29.58,29.58,46,1008,4.27,270,20,few clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 18:00:00,Day 4,Pune,Forecast,18.5196,73.8553,26.2,26.2,26.2,26.2,56,1009,3.35,264,12,few clouds,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-17 21:00:00,Day 4,Pune,Forecast,18.5196,73.8553,24.3,24.4,24.3,24.3,62,1007,3.21,269,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 00:00:00,Day 5,Pune,Forecast,18.5196,73.8553,23.59,23.6,23.59,23.59,61,1008,3.02,248,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 03:00:00,Day 5,Pune,Forecast,18.5196,73.8553,29.1,28.02,29.1,29.1,31,1010,4.31,282,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 06:00:00,Day 5,Pune,Forecast,18.5196,73.8553,36.78,34.18,36.78,36.78,13,1008,6.16,307,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 09:00:00,Day 5,Pune,Forecast,18.5196,73.8553,38.01,35.73,38.01,38.01,15,1005,6.45,300,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 12:00:00,Day 5,Pune,Forecast,18.5196,73.8553,35.06,33.24,35.06,35.06,21,1005,8.31,292,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 15:00:00,Day 5,Pune,Forecast,18.5196,73.8553,28.7,27.93,28.7,28.7,35,1007,4.04,266,0,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 18:00:00,Day 5,Pune,Forecast,18.5196,73.8553,25.34,25.34,25.34,25.34,54,1008,3.97,256,1,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
2025-04-18 21:00:00,Day 5,Pune,Forecast,18.5196,73.8553,23.73,23.83,23.73,23.73,64,1007,3.09,245,4,clear sky,0.0,4,36.21,107.99,2025-04-14 06:18:23,2025-04-14 18:50:56
